emne_id;emne_navn;emne_navn_eng;studiepoeng;emne_utbytte;emne_innhold;faculty_code;contains_description
NO-216;Norsk språk, litteratur og kultur;Norwegian language, literature and culture;5;['Studenten skal etter gjennomført emne:', ['ha kunnskap om utvalgte trekk ved den norske språksituasjonen i eldre og nyere tid', 'ha kunnskap om et utvalg eldre og nyere tekster fra norsk litteratur, i ulike sjangre', 'ha kunnskap om noen utvalgte kulturtrekk i Norge, med vekt på kulturelt mangfold og', 'kulturelle endringsprosesser', 'kunne presentere og drøfte emner innenfor litteratur, språk og kultur på norsk, både muntlig og skriftlig']];['Norsk språk, litteratur og kultur er et toukers sommerkurs, som også innebærer noe etterarbeid med et skriftlig essay. Studentene skal tilegne seg grunnleggende kunnskap om og innsikt i et utvalg faglige tema innenfor norsk språk, litteratur og kultur. Stoffet det undervises i, er knyttet både til fortid og nåtid, men som helhet er emnet mest innrettet mot norsk samtid.'];HP;True
NO-218;Språk i Norden;Languages in Nordic countries;15;['', 'Etter fullført emne skal studenten', '• ha brei kunnskap om forskjeller og likheter mellom nordiske språk, først og fremst mellom norsk, dansk og svensk', '• ha innsikt i historiske og nåtidige samfunnsforhold som har betydning for dagens språksituasjon i Norden', '• kjenne til sosiolingvistisk teori og forskning som beskriver disse språkforholda', '', 'Etter fullført emne skal studenten kunne', '• gjøre grundig greie for språk i Norden, især norsk, dansk og svensk, og forhold som har betydning for likheter og forskjeller mellom disse språka', '• bruke, vurdere og henvise til teori og forskning som gir innsikt i forhold mellom språk og samfunn i Norge, Danmark og Sverige, og', '• belyse en tilhørende problemstilling med støtte i relevant fagstoff'];"[""Emnet dreier seg om nordiske språk, med særlig vekt på dansk og svensk i jamføring med norsk. Det er mye som er likt mellom de nordiske språka, men også en god del ulikt. Disse likhetene og forskjellene gjelder ikke bare språkets form, men også utenforliggende forhold, sosiale og psykologiske aspekter og hvordan vi ser på språket. I denne sammenheng kan vi snakke om 'språklig klima', og om at det er forskjeller i dette 'klimaet' i Norden. Dette står sentralt i emnet."", 'Deler av tilnærminga til dette nordiske språklandskapet er historisk, siden vi må kjenne fortida for å forstå nåtida. Mest vekt blir likevel lagt på dagens situasjon, der vi gjennom sosiolingvistikken også kan vinne viktige innsikter i de likhetene og forskjellene som finnes mellom språksamfunna. Emnet gir med det også innføring i sosiolingvistiske teorier, som utgjør sentrale perspektiv og tilnærmingsmåter for det å forstå forholdet mellom språk og samfunn.']";HP;True
NO-401;Fordypningsemne 1, språk;Specialization in Nordic 1: Language;15;[];[];HP;False
NO-403;Fordypningsemne 1, litteratur;Specialization in Nordic 1: Literature;15;[];[];HP;False
NO-409;Skrift og tale, språkleg mangfald i skolen;Writing and speech, language diversity in school;15;[];[];HP;False
NO-410;Barnelitteratur;Childrenaposs Literature;15;[];[];HP;False
NO-413;Skrift og tale, språkleg mangfald i skolen;Writing and speech, language diversity in school;15;[];[];HP;False
NO-414;Ungdomslitteratur;Youth Literature;15;[];[];HP;False
NO-416;Litteraturteori;Literary Theory;15;[];[];HP;False
NO-417;Språkteori;Linguistic theory;15;[];[];HP;False
NO-418;Fordypningsemne 3, språk;Specialization in Nordic 3: Language;15;[];[];HP;False
NO-419;Fordypningsemne 3, litteratur;Specialization in Nordic 3: Literature;15;[];[];HP;False
NO-420;Utvikling av lesing, skriving og muntlige ferdigheter i begynneropplæringa;Developing reading, writing and oral skills in the initial training;15;['', 'Etter fullført emne skal studenten:', '- ha inngående kunnskap om norskfaglig innhold i barnehage og begynneropplæring', '- ha inngående, forskingsbasert kunnskap om barns begynnende lesing og skriving og om utvikling av muntlige ferdigheter', '- ha inngående kunnskap om hvordan man kan tilpasse den første lese- og skriveopplæringa til elever med ulike forutsetninger og behov', '- ha inngående kunnskap om læring hos unge elever, og om hva som gir læring på kort og lang sikt', '- ha inngående kunnskap om formålstjenlig bruk av digitale verktøy, relevant barnelitteratur og om relevante læremidler for begynneropplæring i lesing og skriving', '- ha inngående kunnskap om vurdering og kartlegging relevant for begynneropplæring i lesing og skriving, og om diskusjoner rundt disse', '', 'Etter fullført emne skal studenten', '- kunne legge til rette for god lese- og skriveutvikling, med særskilt vekt på å utvikle lese- og skriveglede hos alle barn', '- kunne legge til rette for god utvikling av barns muntlige ferdigheter', '- kunne analysere, bruke og reflektoere over ulike verktøy i begynneropplæringa', '- kunne bruke barnelitteratur i arbeidet med tidlig lesing og skriving og utvikling av muntlige ferdigheter', '- kunne planlegge, lede og analysere læringsprosesser i begynneropplæring i lesing og skriving som tar utgangspunkt i og stimulerer elevenes kreativitet, nysgjerrighet, undring og utforskertrang', '- kunne planlegge, gjennomføre og analysere flerfaglige undervisningsopplegg i arbeid med lesing, skriving og muntlige ferdigheter i begynneropplæringa', '- kunne orientere seg i, kritisk vurdere og videreformidle kunnskap fra nasjonal og internasjonal forskning og utvikling til ulike målgrupper', '- på et avansert nivå kunne analysere og vurdere tidlige muntlige og skriftlige elevtekster', '', '', 'Etter fullført emne skal studenten', '- kunne legge til rette for og stimulere god lese- og skriveutvikling, og gi gode litterære opplevelser til ulike typer elever', '- ha innsikt i relevant forskning innenfor de tema som omfattes av emnet', '- kunne analysere og vurdere relevante problemstillinger i ei mangfoldig elevgruppe i begynneropplæring i lesing og skriving', '- kunne bidra til nytenkning i begynneropplæring i lesing og skriving som fremmer elevens egenaktivitet, kreativitet og lærelyst'];['Sentralt i emnet står de yngste elevenes læring og utvikling i arbeid med skriving, lesing og muntlige ferdigheter. Emnet vil legge vekt på elevers egen meningsskaping i estetiske, undrende og kreative læringsprosesser i sammensatte elevgrupper. Studenten skal gjennom emnet lære å forstå potensialet i samspillet mellom ulike fag og bidra til god faglig fundert norskundervisning og til utvikling av fagfeltet. Begynneropplæringen vil også bli diskutert i lys av utviklingstrekk i utdanning og samfunn. Læremidler, skjønnlitteratur og andre ressurser i den tidlige lese- og skriveopplæringa vil bli drøfta ut fra nasjonale og internasjonale forskningsperspektiver. Vurdering og kartlegging i begynneropplæring i lesing og skriving vil bli drøfta ut fra teori om barns læring og utvikling. I tillegg skal studenten fordype seg i et tema knyttet til begynneropplæring i norsk.', '', 'Emnet forbereder studenten til avansert fagdidaktisk refleksjon knytta til arbeid i klasserommet. Gjennom arbeidet med emnet skal studentene videreutvikle faglige forutsetninger for å planlegge, gjennomføre og evaluere arbeid med lesing, skriving og muntlige ferdigheter i begynneropplæringa. Studenten skal i praksis få erfaring med bruk av ulike relevante undervisningsressurser og arbeidsformer. Erfaringer studenten har gjort seg med faget i praksis vil være viktige for det videre arbeidet i studiet.'];HP;True
NO-421;Norsk språk og tekst, fagspråk og terminologi;Norwegian language and text incl. Professional communication, Terminology;10;['', 'Studenten', ['har avansert kunnskap om norsk språk og tekst med særlig henblikk på spørsmål knytta til oversettelse og kommunikasjon', 'har inngående kunnskap om relevante aspekt ved norsk fagspråk og terminologi', 'har inngående kunnskap om funksjonelle sider ved analoge og digitale språkressurser på norsk'], '', '', 'Studenten', ['kan formulere seg på et formelt korrekt og idiomatisk norsk', 'kan gjøre veloverveide kommunikative og fagspråklige valg ved oversettelse til norsk', 'kan bruke analoge og digitale språkressurser på en formålstjenlig måte på norsk'], '', '', 'Studenten', ['kan anvende kunnskap om norsk språks egenart og den norske språksituasjonen', 'kan forholde seg til yrkesetiske utfordringer knytta til bruk av norsk språk']];['I emnet er det hovedfokus på arbeid med norskfaglige tema som bidrar til økt kunnskap om og ferdigheter i oversettelse til norsk. Forhold ved norsk grammatikk, morfologi og syntaks, norsk rettskriving (herunder også kjennskap til normering, norvagisering) vil være sentrale i undervisningen. Emnet vil ha et tekstnært fokus, slik at studentene kan oppnå nødvendige ferdigheter i fagspråklig korrekt oversettelse. I denne sammenheng vil også analoge og digitale språkressurser bli vektlagt.'];HP;True
NO-422;Fordypningsoppgave for ettfagsstudenter – norsk;Specialization assignment for one-subject students - Norwegian;15;['Kunnskap', '', ['ha kunnskap om forskningsprosessens ulike faser', 'ha avansert kunnskap om vitenskapelig tenkemåte og metode i fag/fagdidaktikk'], 'Ferdigheter', '', ['kunne orientere seg i fagets forskningslitteratur, og benytte relevant teori på en kritisk og reflektert måte i eget forskningsarbeid', 'kunne gjennomføre selvstendige analyser av datamateriale', 'kunne planlegge og gjennomføre praksisrelatert FoU-arbeid, samt diskutere og formidle resultatene på en strukturert og vitenskapelig måte'], 'Generell kompetanse', '', ['ha et bevisst forhold til etiske problemstillinger knyttet til forskning, herunder personvern, kildekritikk og kildesitering']];['Emnet er en del av praktisk-pedagogisk utdanning, som består av fagdidaktikk, pedagogikk og praksis.', 'Fordypningsoppgaven for ettfagsstudenter er et fagdidaktisk og praksisrelatert forskingsprosjekt som studentene jobber med gjennom hele studieåret.'];HP;True
NO-500;Masteroppgave;Master Thesis;60;[];[];HP;False
NO-505;Masteroppgave;Masteraposs thesis;45;[];[];HP;False
NO-506;Vitenskapsteori og metode for den forskende lærer, norsk;Theory of Science and Method for the Teacher Researcher, Norwegian;15;['KUNNSKAP', 'Den nyutdannede læreren', ['har inngående kunnskaper om norskfagets verdigrunnlag og egenart', 'har solide kunnskaper om vitenskapelige tenkemåter i disiplinene som skolefaget norsk bygger på', 'har god kunnskap om norskfagets historie og utvikling', 'har oversikt over aktuelle forskningsdesign og metoder i norskdidaktisk forskning'], 'FERDIGHETER', 'Den nyutdannede læreren', ['kan vurdere norskfagets bidrag til skolens samfunnsoppdrag med særlig vekt på begynneropplæringen', 'kan vurdere metodebruk i norskfaglig og norskdidaktisk forskning', 'kan anvende ulike metodiske innfallsvinkler på en god og hensiktsmessig måte, og gjennomføre systematiske studier av egen didaktisk praksis'], 'GENERELL KOMPETANSE', 'Den nyutdannede læreren', ['har innsikt i sammenhengen mellom verdier og praksis i norskfaglig virksomhet', 'kan identifisere norsklærerens rolle og oppgaver i forhold til lesing, skriving, muntlighet og digital kompetanse som grunnleggende ferdigheter med særlig vekt på begynneropplæringen', 'kan lese norskdidaktisk forskning kritisk og anvende resultater til å justere egen praksis']];['5 sp av emnet er felles for alle grunnskolelærerstudenter (', 'I den norskfaglige delen av emnet (10 sp) får studentene oversikt over norskfagets historie og utvikling og drøfter norskfagets egenart, med særlig vekt på barnetrinnet. De får også solid innsikt i norskdidaktisk forsking og vitenskapelig tenkemåte i relevante disipliner som litteraturvitenskap, språkvitenskap og tekstvitenskap. Videre presenteres et variert utvalg forskningsmetoder, og en drøfter forskningsdesign og metodevalg med sikte på å utvikle egne prosjektskisser for masteroppgaven.', 'Gjennom arbeid med emnet skal studentene tilegne seg et godt faglig grunnlag slik at de kan gjennomføre et profesjonsrettet og praksisnært forskningsprosjekt (masteroppgaven) under veiledning.'];HP;True
NO-507;Vitenskapsteori og metode for den forskende lærer, norsk;Theory of Science and Method for the Teacher Researcher, Norwegian;15;['KUNNSKAP', 'Studenten', '-', '-', '- har inngående kunnskaper om norskfagets verdigrunnlag og egenart', '- har solide kunnskaper om vitenskapelige tenkemåter i disiplinene som skolefaget norsk bygger på', '- har kunnskap om norskfagets historie og utvikling', '- har oversikt over aktuelle forskningsdesign og metoder i norskdidaktisk forskning', 'FERDIGHETER', 'Studenten', '-', '-', '- kan vurdere norskfagets bidrag til skolens samfunnsoppdrag', '- kan vurdere metodebruk i norskfaglig og norskdidaktisk forskning', '- kan anvende ulike metodiske innfallsvinkler på en hensiktsmessig måte, og gjennomføre systematiske studier av egen didaktisk praksis', 'GENERELL KOMPETANSE', 'Studenten', '-', '- har innsikt i sammenhengen mellom verdier og praksis i norskfaglig virksomhet', '- kan identifisere norsklærerens rolle og oppgaver i forhold til lesing, skriving, muntlighet og digital kompetanse som grunnleggende ferdigheter', '- kan lese norskdidaktisk forskning kritisk og anvende resultater til å justere egen praksis'];['5 sp av emnet er felles for alle grunnskolelærerstudenter (', 'I den norskfaglige delen av emnet (10 sp) får studentene oversikt over norskfagets historie og utvikling og drøfter norskfagets egenart, med særlig vekt på trinn 5-10. De får også solid innsikt i norskdidaktisk forsking og vitenskapelig tenkemåte i relevante disipliner som litteraturvitenskap, språkvitenskap og tekstvitenskap. Videre presenteres et variert utvalg forskningsmetoder, og en drøfter forskningsdesign og metodevalg med sikte på å utvikle egne prosjektskisser for masteroppgaven.', 'Gjennom arbeid med emnet skal studentene tilegne seg et godt faglig grunnlag slik at de kan gjennomføre et profesjonsrettet og praksisnært forskningsprosjekt (masteroppgaven) under veiledning.'];HP;True
